UID        PID  PPID  C STIME TTY          TIME CMD
root     18033 18000  0 Aug10 pts/0    00:00:00 /bin/sh -c /bin/bash
root     18049     2  0 16:24 ?        00:00:00 [kworker/60:0-rc]
root     18055 18020  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     18061  6873  0 Aug22 ?        00:00:00 /bin/sh
root     18064 18018  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18068 18061  0 Aug22 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-085bf25e05cbbc491579e298ce8ce58a4d32eedf.js
root     18087 28858  0 Aug26 ?        00:00:00 /bin/sh
root     18094  6873  0 Aug25 ?        00:00:00 /bin/sh
root     18102 57028  0 16:52 pts/6    00:00:00 /bin/bash --init-file /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh
root     18103  6873  0 Aug26 ?        00:00:00 /bin/sh
root     18124 13698  0 Aug26 ?        00:00:00 /bin/sh
root     18126 17943  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-bca49e36a46d4a394524ba6194cc4a51df2db6a1.js
root     18130  6873  0 Aug24 ?        00:00:00 /bin/sh
root     18134  6873  0 Aug24 ?        00:00:00 /bin/sh
root     18135 18087  0 Aug26 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-bca49e36a46d4a394524ba6194cc4a51df2db6a1.js
root     18136 18103  0 Aug26 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-b72bb37b47278e5e67387520a7f932afb91e8696.js
root     18138 17991  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-62918d62307b82056c3fb1dc619af156f5405da3.js
root     18139 18094  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-b72bb37b47278e5e67387520a7f932afb91e8696.js
root     18140 18124  0 Aug26 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-62918d62307b82056c3fb1dc619af156f5405da3.js
root     18154 18134  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18162 18130  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18169 18016  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-099359fa0b798c212e81426b3428bb6d81be7545.js
root     18202 18033  0 Aug10 pts/0    00:00:00 /bin/bash
root     18214  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18220 17900  0 Aug26 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-27efa1d4d63b42a048443c5a0544f4c505f1f70c.js
root     18223  6873  0 Aug24 ?        00:00:00 /bin/sh
root     18233 18214  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     18249 18223  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18261  6873  0 Aug10 ?        00:00:00 /bin/sh
root     18264  6873  0 Aug10 ?        00:00:00 /bin/sh
lhy      18266 17889  0 16:45 ?        00:00:00 docker events --format {{json .}} --filter event=destroy --filter event=die --filter event=kill --filter event=create --filter event=rename --filter event=resize --filter event=restart --filter event=start --filter event=stop --filter event=unpause --filter event=prune
root     18271 18261  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     18274 18264  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     18309  6873  0 Aug24 ?        00:00:00 /bin/sh
root     18317  6873  0 Aug24 ?        00:00:00 /bin/sh
root     18333 18309  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18339 18317  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18403     2  0 17:14 ?        00:00:00 [kworker/46:1-ev]
root     18439  6873  0 Aug10 ?        00:00:00 /bin/sh
root     18448 18439  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     18449  6873  0 Aug10 ?        00:00:00 /bin/sh
root     18472 18449  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     18484  6873  0 Aug26 ?        00:00:00 /bin/sh
root     18485  6873  0 Aug16 ?        00:00:00 /bin/sh
root     18486  6873  0 Aug24 ?        00:00:00 /bin/sh
root     18501 18484  0 Aug26 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-099359fa0b798c212e81426b3428bb6d81be7545.js
root     18513 18486  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     18544  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18566 18544  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     18578  6873  0 Aug27 ?        00:00:00 /bin/sh
root     18607     2  0 16:52 ?        00:00:07 [kworker/u129:1-]
root     18612  6873  0 Aug13 ?        00:00:00 /bin/sh
root     18617 18578  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-b9e9815b0809bff722cef240cc55a2474189e6ff.js
root     18619 18612  0 Aug13 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     18621  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18641 18621  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     18655  6873  0 Aug27 ?        00:00:00 /bin/sh
root     18690 18655  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     18697 38409  0 16:46 ?        00:00:00 sshd: lhy [priv]
root     18709  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18724  6873  0 Aug27 ?        00:00:00 /bin/sh
root     18730 18709  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     18755 18724  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-9b7c24d33496c9c498bdce9da9cd7169f88e746f.js
lhy      18780 18697  0 16:46 ?        00:00:01 sshd: lhy@notty
root     18782  6873  0 Aug23 ?        00:00:00 /bin/sh
lhy      18785 18780  0 16:46 ?        00:00:00 /bin/sh
root     18792 18485  0 Aug16 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-97b86ebe6c9d2b8597a9469944f28cff98ebc389.js
root     18801 18782  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     18807 28858  0 Aug18 ?        00:00:00 /bin/sh
lhy      18812 18785  0 16:46 ?        00:00:03 /home/lhy/.vscode-server/bin/dfd34e8260c270da74b5c2d86d61aee4b6d56977/node /home/lhy/.vscode-remote-containers/dist/vscode-remote-containers-server-0.245.2.js
wuyaozo+ 18820 58315  0 Aug13 pts/11   00:00:00 -bash
root     18828  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18830 18807  0 Aug18 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-7ab03738d84c009c34f8573d5b36773e1837f398.js
root     18845  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18847 18828  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     18860  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18865 18845  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     18878 16232  0 Aug29 pts/0    00:00:00 /bin/bash
root     18881 18860  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     18887 18102  0 16:52 pts/6    00:00:00 git log
root     18902  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18924 28858  0 Aug27 ?        00:00:00 /bin/sh
root     18925 18902  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     18964 18924  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-8fec59e4bbfbe90cc3f05eafec49f0e164481ba2.js
lhy      18971 18812  0 16:46 ?        00:00:00 docker exec -i -u root -e VSCODE_REMOTE_CONTAINERS_SESSION=4e32c4a5-9eec-4231-9b15-9ff6ca771a251661849160373 968738469cbc1b576c13814a3d7ef813c5edeb9851b4180251d57ed1d0ad6c5a /bin/sh
root     18972  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18974  6873  0 Aug11 ?        00:00:00 /bin/sh
root     18988 18972  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     18998 18974  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19030 60934  0 16:46 ?        00:00:00 /bin/sh
root     19061  6873  0 Aug27 ?        00:00:00 /bin/sh
lhy      19062 18812  0 16:46 ?        00:00:00 docker exec -i -u root 968738469cbc1b576c13814a3d7ef813c5edeb9851b4180251d57ed1d0ad6c5a /bin/sh
root     19068  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19079  6873  0 Aug10 ?        00:00:00 /bin/sh
root     19084 19061  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-9b7c24d33496c9c498bdce9da9cd7169f88e746f.js
root     19092 19068  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     19101 19079  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     19112  6873  0 Aug24 ?        00:00:00 /bin/sh
root     19119 60934  0 16:46 ?        00:00:00 /bin/sh
root     19136  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19145 19112  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19159 19136  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19161  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19170  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19174  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19184 19161  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19195 19174  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     19196  6873  0 Aug23 ?        00:00:00 /bin/sh
root     19198  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19219 19170  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     19234 13698  0 Aug25 ?        00:00:00 /bin/sh
root     19236 19198  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     19247 28858  0 Aug25 ?        00:00:00 /bin/sh
root     19257  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19261 19234  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-62918d62307b82056c3fb1dc619af156f5405da3.js
root     19265 19257  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     19278 19247  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-bca49e36a46d4a394524ba6194cc4a51df2db6a1.js
root     19283 19196  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19361 28858  0 Aug14 ?        00:00:00 /bin/sh
root     19389  6873  0 Aug22 ?        00:00:00 /bin/sh
root     19393 19361  0 Aug14 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-3edc632841cf8bcb6c5caa11f7b4447f191c86bc.js
root     19396  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19398 19389  0 Aug22 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-085bf25e05cbbc491579e298ce8ce58a4d32eedf.js
root     19409  6873  0 Aug24 ?        00:00:00 /bin/sh
root     19410 19119  0 16:46 ?        00:00:00 /root/.vscode-server/bin/dfd34e8260c270da74b5c2d86d61aee4b6d56977/node /tmp/vscode-remote-containers-server-e44cb0a42174c639e23791e7c8dc3bbc55a00413.js
root     19415 19396  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19416  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19417  6873  0 Aug10 ?        00:00:00 /bin/sh
root     19437 19409  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19444 19417  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     19453 19416  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19465  6873  0 Aug14 ?        00:00:00 /bin/sh
root     19484 19465  0 Aug14 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     19492  6873  0 Aug25 ?        00:00:00 /bin/sh
root     19518  6873  0 Aug24 ?        00:00:00 /bin/sh
root     19526 19492  0 Aug25 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-b72bb37b47278e5e67387520a7f932afb91e8696.js
root     19539 19518  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19551  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19564 19551  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19627  6873  0 Aug24 ?        00:00:00 /bin/sh
root     19652 19627  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19672  6873  0 Aug24 ?        00:00:00 /bin/sh
root     19674  6873  0 Aug11 ?        00:00:00 /bin/sh
root     19675  6873  0 Aug23 ?        00:00:00 /bin/sh
root     19682  6873  0 Aug24 ?        00:00:00 /bin/sh
xudalia+ 19688     1  0 Aug22 ?        00:00:01 SCREEN -S resnet18-lr0.01
xudalia+ 19689 19688  0 Aug22 pts/89   00:00:00 /bin/bash
root     19696 19672  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19698 19674  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19700 19675  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     19722 19682  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     19728  6873  0 Aug10 ?        00:00:00 /bin/sh
root     19740 19728  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     19794 13698  0 Aug14 ?        00:00:00 /bin/sh
root     19802 19794  0 Aug14 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-c517c6f73637ff079037af4ffe3d38ab9257a5f9.js
root     19823 28858  0 Aug20 ?        00:00:00 /bin/sh
root     19838 19823  0 Aug20 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-30255d4444d2f2f5da7b0f4fbdd0d622e144179f.js
root     19865  6873  0 Aug10 ?        00:00:00 /bin/sh
root     19885 19865  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
yananli  19891  7375  0 Aug14 pts/78   00:00:00 -bash
root     19907  6873  0 Aug22 ?        00:00:00 /bin/sh
root     19921 19907  0 Aug22 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-085bf25e05cbbc491579e298ce8ce58a4d32eedf.js
root     19952  6873  0 Aug27 ?        00:00:00 /bin/sh
root     19960 19952  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
xudalia+ 19962 19689  0 Aug22 pts/89   00:00:00 /bin/bash
xudalia+ 19963 19962 43 Aug22 pts/89   3-11:28:16 python -u ti_main.py --model-type float --dataset imagenet --model resnet --depth 18 --data-dir /niti --results-dir ./results --save resnet18_imagenet_int32_cosmax_fix_scale_dis_nosx_new_avgpool_kaiming_fi_bs64_bias_filr_final_1000iter_lr0.01_test --epochs 150 --batch-size 64 -j 8 --splitpoint 0 --weight-decay --log-interval 50 --download
root     19964  6873  0 Aug10 ?        00:00:00 /bin/sh
root     19971     2  0 14:36 ?        00:00:02 [kworker/16:0-ev]
root     19983 19964  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
root     20000  6873  0 Aug24 ?        00:00:00 /bin/sh
root     20022 20000  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     20030  6873  0 Aug23 ?        00:00:00 /bin/sh
root     20032  6873  0 Aug24 ?        00:00:00 /bin/sh
root     20037     2  0 17:14 ?        00:00:00 [kworker/28:1]
root     20048  6873  0 Aug10 ?        00:00:00 /bin/sh
root     20055 20032  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-347a853e549f4664eaac0e86ab93676975830777.js
root     20058 20030  0 Aug23 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-88dc4f45673d085d9869d0d7e07adc91319313f9.js
root     20078 20048  0 Aug10 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-78cb7d9f97a00b6f20ed23a6e24bae6c5903d3de.js
root     20093 28858  0 Aug24 ?        00:00:00 /bin/sh
root     20103     2  0 16:25 ?        00:00:00 [kworker/7:1-mm_]
root     20113  6873  0 Aug24 ?        00:00:00 /bin/sh
root     20123 20093  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-4e100e5dee9064b9f2d5a5cfd02c591146f61d9b.js
root     20132 20113  0 Aug24 ?        00:00:00 /root/.vscode-server/bin/da76f93349a72022ca4670c1b84860304616aaa2/node /tmp/vscode-remote-containers-server-29ad1b22d300c6cf9a0ca3f63d47428ebd3c9830.js
root     20150     2  0 17:14 ?        00:00:00 [kworker/59:2]
root     20154  6873  0 Aug11 ?        00:00:00 /bin/sh
root     20172 20154  0 Aug11 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-5c09e0e019802c2f1605acd5005d2609e36fa899.js
lhy      20173 18812  0 16:46 ?        00:00:01 docker exec -i -u root -e VSCODE_REMOTE_CONTAINERS_SESSION=4e32c4a5-9eec-4231-9b15-9ff6ca771a251661849160373 968738469cbc1b576c13814a3d7ef813c5edeb9851b4180251d57ed1d0ad6c5a /root/.vscode-server/bin/dfd34e8260c270da74b5c2d86d61aee4b6d56977/node -e  ????const net = require('net'); ????const fs = require('fs'); ????process.stdin.pause(); ????const client = net.createConnection({ port: 36629 }, () => { ?????console.error('Connection established'); ?????client.pipe(process.stdout); ?????process.stdin.pipe(client); ????}); ????client.on('close', function (hadError) { ?????console.error(hadError ? 'Remote close with error' : 'Remote close'); ?????process.exit(hadError ? 1 : 0); ????}); ????client.on('error', function (err) { ?????process.stderr.write(err && (err.stack || err.message) || String(err)); ????}); ????process.stdin.on('close', function (hadError) { ?????console.error(hadError ? 'Remote stdin close with error' : 'Remote stdin close'); ?????process.exit(hadError ? 1 : 0); ????}); ????process.on('uncaughtException', function (err) { ?????fs.writeSync(process.stderr.fd, `Uncaught Exception: ${String(err && (err.stack || err.message) || err)}\n`); ????}); ???
root     20174  6873  0 Aug27 ?        00:00:00 /bin/sh
root     20186 20174  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     20192  6873  0 Aug13 ?        00:00:00 /bin/sh
root     20203 20192  0 Aug13 ?        00:00:00 /root/.vscode-server/bin/3b889b090b5ad5793f524b5d1d39fda662b96a2a/node /tmp/vscode-remote-containers-server-82372e5e65854371165846982b44c03c310f46ab.js
root     20236  6873  0 Aug27 ?        00:00:00 /bin/sh
root     20255  6873  0 Aug29 ?        00:00:00 /bin/sh
root     20261 20236  0 Aug27 ?        00:00:00 /root/.vscode-server/bin/e4503b30fc78200f846c62cf8091b76ff5547662/node /tmp/vscode-remote-containers-server-4dc5c9d03cc0755bf74a39def17d35a89517ef83.js
root     20264  6873  0 Aug11 ?        00:00:00 /bin/sh
